,type_appartement,nombre_pièces,nombre_chambres,surface,étage,terasse,ascenceur,prix_achat,credit,localisation,description
1495,Appartement,1,,17.0,,non défini,oui,125000,524,Lyon 7ème,La Guillotière Sud
1496,Appartement,5,3,85.0,,non défini,non défini,449000,1859,Lyon 4ème,Sauvegarder
1497,Appartement,5,3,135.0,,non défini,non défini,945000,3903,Lyon 6ème,Tête d'Or-Foch-Vitton
1498,Appartement,5,4,103.0,,non défini,non défini,445000,1843,Lyon 3ème,Villette
1499,Appartement,4,2,117.0,,non défini,non défini,573000,2370,Lyon 7ème,Jean Macé
1500,Appartement,4,3,96.0,,non défini,non défini,599000,2477,Lyon 2ème,Perrache-Le Confluent
1501,Appartement,4,3,100.0,,non défini,non défini,914720,3778,Lyon 2ème,Cordeliers-Célestins-Bourse
1502,Appartement,3,2,64.0,,non défini,non défini,189000,788,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1503,Appartement,6,4,230.0,,non défini,non défini,1500000,6190,Lyon 6ème,Tête d'Or-Foch-Vitton
1504,Appartement,2,1,72.0,,non défini,non défini,375000,1554,Lyon 7ème,Gerland
1505,Appartement,4,3,98.0,,non défini,non défini,682500,2821,Lyon 2ème,Cordeliers-Célestins-Bourse
1506,Appartement,5,3,103.0,,non défini,non défini,432500,1791,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1507,Appartement,5,3,147.0,,non défini,non défini,740000,3058,Lyon 4ème,Sauvegarder
1508,Appartement,1,,37.0,,non défini,oui,225000,936,Lyon 7ème,Gerland
1509,Appartement,1,,20.0,,non défini,oui,69000,293,Lyon 7ème,La Guillotière Sud
1510,Appartement,1,,22.0,,non défini,non défini,222000,924,Lyon 1er,Croix Paquet
1511,Appartement,4,3,92.0,,non défini,non défini,610000,2523,Lyon 7ème,La Guillotière Sud
1512,Appartement,2,1,34.0,,non défini,non défini,215000,895,Lyon 7ème,La Guillotière Sud
1513,Appartement,6,4,242.0,,non défini,non défini,1795000,7406,Lyon 2ème,Sauvegarder
1514,Appartement,3,2,66.0,,non défini,non défini,299000,1241,Lyon 3ème,Sauvegarder
1515,Appartement,6,5,177.0,,non défini,non défini,1195000,4933,Lyon 2ème,Bellecour-Ainay
1516,Appartement,4,3,94.0,,non défini,non défini,535000,2214,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1517,Appartement,4,4,79.0,,non défini,non défini,360000,1492,Lyon 7ème,Gerland
1518,Appartement,4,3,100.0,,non défini,non défini,775000,3203,Lyon 2ème,Cordeliers-Célestins-Bourse
1519,Appartement,3,2,67.0,,non défini,non défini,374000,1550,Lyon 9ème,Sauvegarder
1520,Appartement,5,3,90.0,,non défini,non défini,350000,1451,Lyon 5ème,Point du Jour-Ménival
1521,Appartement,3,2,81.0,,non défini,non défini,389000,1612,Lyon 3ème,Montchat
1522,Appartement,3,2,65.0,,non défini,non défini,415000,1719,Lyon 3ème,Montchat
1523,Appartement,5,3,105.0,,non défini,non défini,325000,1348,Lyon 5ème,Point du Jour-Ménival
1524,Appartement,3,2,115.0,,non défini,non défini,569000,2354,Lyon 4ème,Croix Rousse-Gros Caillou
1525,Appartement,3,2,81.0,,non défini,non défini,399000,1653,Lyon 4ème,Croix Rousse-Gros Caillou
1526,Appartement,3,2,65.0,,non défini,non défini,259000,1076,Lyon 3ème,Part Dieu
1527,Appartement,3,2,81.0,,non défini,non défini,510000,2111,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1528,Appartement,4,3,114.0,,non défini,non défini,890000,3676,Lyon 6ème,Tête d'Or-Foch-Vitton
1529,Appartement,3,2,68.0,,non défini,non défini,485000,2008,Lyon 8ème,Monplaisir-Le Bachut
1530,Appartement,1,,30.0,3,non défini,non défini,199000,829,Lyon 4ème,Croix Rousse-Centre
1531,Appartement,2,1,58.0,,non défini,non défini,269000,1118,Lyon 7ème,Gerland
1532,Appartement,4,3,113.0,,non défini,non défini,550000,2275,Lyon 4ème,Croix Rousse-Centre
1533,Appartement,5,3,98.0,,non défini,non défini,495000,2049,Lyon 5ème,Sauvegarder
1534,Appartement,4,3,95.0,,non défini,non défini,589000,2436,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1535,Appartement,3,2,101.0,,non défini,non défini,472000,1954,Lyon 4ème,Croix Rousse-Centre
1536,Appartement,1,,27.0,,non défini,oui,115500,485,Lyon 3ème,Sans Souci-Dauphiné
1537,Appartement,3,2,100.0,,non défini,non défini,600000,2481,Lyon 3ème,Part Dieu
1538,Appartement,3,2,67.0,,non défini,non défini,420000,1740,Lyon 3ème,Montchat
1539,Appartement,5,3,171.0,,non défini,non défini,1150000,4748,Lyon 2ème,Cordeliers-Célestins-Bourse
1540,Appartement,4,3,87.0,,non défini,non défini,215000,895,Lyon 9ème,Gorge du Loup-Champvert
1541,Appartement,4,3,89.0,,non défini,non défini,549000,2271,Lyon 1er,Saint Vincent
1542,Appartement,1,,21.0,3,non défini,non défini,112000,471,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1543,Appartement,2,1,48.0,,non défini,non défini,305000,1266,Lyon 3ème,Part Dieu
1544,Appartement,6,4,230.0,,non défini,non défini,1500000,6190,Lyon 6ème,Tête d'Or-Foch-Vitton
1545,Appartement,2,1,37.0,,non défini,non défini,154000,644,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1546,Appartement,2,1,37.0,,non défini,non défini,292000,1212,Lyon 2ème,Perrache-Le Confluent
1547,Appartement,4,3,110.0,,non défini,non défini,749000,3095,Lyon 1er,À voir sur Belles Demeures
1548,Appartement,1,,22.0,,non défini,non défini,222000,924,Lyon 1er,Croix Paquet
1549,Appartement,4,3,92.0,,non défini,non défini,610000,2523,Lyon 7ème,La Guillotière Sud
1550,Appartement,3,2,78.0,,non défini,non défini,370000,1534,Lyon 3ème,Villette
1551,Appartement,5,4,160.0,,non défini,non défini,949000,3920,Lyon 2ème,Bellecour-Ainay
1552,Appartement,1,,27.0,5,non défini,non défini,179000,747,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1553,Appartement,2,1,38.0,,non défini,non défini,304000,1262,Lyon 1er,Terreaux
1554,Appartement,4,3,86.0,,non défini,non défini,444000,1839,Lyon 3ème,Villette
1555,Appartement,3,2,113.0,,non défini,non défini,510000,2111,Lyon 7ème,Jean Macé
1556,Appartement,4,3,86.0,,non défini,non défini,270000,1122,Lyon 9ème,La Duchère
1557,Appartement,4,2,96.0,,non défini,non défini,289000,1200,Lyon 8ème,La Plaine
1558,Appartement,2,1,57.0,,non défini,non défini,268500,1115,Lyon 9ème,Gorge du Loup-Champvert
1559,Appartement,1,,18.0,,non défini,oui,85000,359,Lyon 9ème,Vaise-Rochecardon-Industrie
1560,Appartement,5,4,160.0,,non défini,non défini,949000,3920,Lyon 2ème,Bellecour-Ainay
1561,Appartement,3,1,87.0,,non défini,non défini,556000,2300,Lyon 3ème,La Guillotière Nord
1562,Appartement,3,2,66.0,,non défini,non défini,380000,1575,Lyon 9ème,Vaise-Rochecardon-Industrie
1563,Appartement,4,2,93.0,,non défini,non défini,550000,2275,Lyon 5ème,Vieux Lyon
1564,Appartement,3,2,66.0,,non défini,non défini,360000,1492,Lyon 4ème,Plateau de la Croix Rousse-Ouest
1565,Appartement,6,4,175.0,,non défini,non défini,925000,3821,Lyon 5ème,Fourvière-Saint Just
1566,Appartement,2,1,27.0,,non défini,non défini,179000,747,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1567,Appartement,1,,27.0,5,non défini,non défini,179000,747,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1568,Appartement,2,1,38.0,,non défini,non défini,304000,1262,Lyon 1er,Terreaux
1569,Appartement,4,3,86.0,,non défini,non défini,444000,1839,Lyon 3ème,Villette
1570,Appartement,3,2,61.0,,non défini,non défini,337000,1398,Lyon 8ème,Transvaal
1571,Appartement,2,1,49.0,,non défini,non défini,310000,1286,Lyon 2ème,Bellecour-Ainay
1572,Appartement,2,1,47.0,,non défini,non défini,390000,1616,Lyon 2ème,Sauvegarder
1573,Appartement,2,1,46.0,,non défini,non défini,272500,1132,Lyon 1er,Saint Vincent
1574,Appartement,3,2,74.0,,non défini,non défini,589000,2436,Lyon 6ème,Tête d'Or-Foch-Vitton
1575,Appartement,3,2,113.0,,non défini,non défini,510000,2111,Lyon 7ème,Jean Macé
1576,Appartement,3,2,64.0,,non défini,non défini,295000,1225,Lyon 6ème,Sauvegarder
1577,Appartement,4,3,103.0,,non défini,non défini,568000,2350,Lyon 3ème,Villette
1578,Appartement,2,1,37.0,,non défini,non défini,225000,936,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1579,Appartement,5,3,85.0,,non défini,non défini,449000,1859,Lyon 4ème,Sauvegarder
1580,Appartement,3,2,67.0,,non défini,non défini,385000,1595,Lyon 7ème,Gerland
1581,Appartement,5,4,138.0,,non défini,non défini,1090000,4501,Lyon 3ème,Montchat
1582,Appartement,3,2,67.0,,non défini,non défini,340000,1410,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1583,Appartement,1,,23.0,,non défini,oui,115000,483,Lyon 3ème,Sans Souci-Dauphiné
1584,Appartement,4,3,65.0,,non défini,non défini,210000,874,Lyon 8ème,La Plaine
1585,Appartement,4,3,94.0,,non défini,non défini,599000,2477,Lyon 4ème,Croix Rousse-Centre
1586,Appartement,5,4,97.0,,non défini,non défini,335000,1389,Lyon 9ème,Saint Rambert
1587,Appartement,3,2,71.0,,non défini,non défini,330000,1369,Lyon 5ème,Vieux Lyon
1588,Appartement,3,2,60.0,,non défini,non défini,370000,1534,Lyon 7ème,La Guillotière Sud
1589,Appartement,3,2,75.0,,non défini,non défini,285000,1183,Lyon 9ème,Gorge du Loup-Champvert
1590,Appartement,3,2,64.0,,non défini,non défini,189000,788,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1591,Appartement,3,2,66.0,,non défini,non défini,304000,1262,Lyon 9ème,Vaise-Rochecardon-Industrie
1592,Appartement,3,2,81.0,,non défini,non défini,399000,1653,Lyon 5ème,Point du Jour-Ménival
1593,Appartement,4,3,114.0,,non défini,non défini,675000,2790,Lyon 5ème,Vieux Lyon
1594,Appartement,4,3,105.0,,non défini,non défini,433000,1793,Lyon 8ème,La Plaine
1595,Appartement,4,3,100.0,,non défini,non défini,370000,1534,Lyon 9ème,Gorge du Loup-Champvert
1596,Appartement,1,,18.0,,non défini,oui,85000,359,Lyon 9ème,Vaise-Rochecardon-Industrie
1597,Appartement,3,1,87.0,,non défini,non défini,556000,2300,Lyon 3ème,La Guillotière Nord
1598,Appartement,2,1,45.0,,non défini,non défini,345000,1431,Lyon 3ème,Montchat
1599,Appartement,2,1,27.0,,non défini,non défini,179000,747,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1600,Appartement,6,4,242.0,,non défini,non défini,1795000,7406,Lyon 2ème,Sauvegarder
1601,Appartement,3,2,71.0,,non défini,non défini,412000,1707,Lyon 8ème,Monplaisir-Le Bachut
1602,Appartement,5,3,98.0,,non défini,non défini,495000,2049,Lyon 5ème,Sauvegarder
1603,Appartement,4,3,95.0,,non défini,non défini,589000,2436,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1604,Appartement,3,2,67.0,,non défini,non défini,340000,1410,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1605,Appartement,1,,27.0,,non défini,oui,115500,485,Lyon 3ème,Sans Souci-Dauphiné
1606,Appartement,1,,23.0,,non défini,oui,115000,483,Lyon 3ème,Sans Souci-Dauphiné
1607,Appartement,3,2,67.0,,non défini,non défini,420000,1740,Lyon 3ème,Montchat
1608,Appartement,5,3,171.0,,non défini,non défini,1150000,4748,Lyon 2ème,Cordeliers-Célestins-Bourse
1609,Appartement,3,2,69.0,,non défini,non défini,238900,993,Lyon 8ème,La Plaine
1610,Appartement,5,4,97.0,,non défini,non défini,335000,1389,Lyon 9ème,Saint Rambert
1611,Appartement,4,3,87.0,,non défini,non défini,445000,1843,Lyon 8ème,Monplaisir-Le Bachut
1612,Appartement,3,2,60.0,,non défini,non défini,370000,1534,Lyon 7ème,La Guillotière Sud
1613,Appartement,4,3,87.0,,non défini,non défini,215000,895,Lyon 9ème,Gorge du Loup-Champvert
1614,Appartement,3,2,85.0,,non défini,non défini,270000,1122,Lyon 7ème,La Guillotière Sud
1615,Appartement,3,2,67.0,,non défini,non défini,199900,833,Lyon 5ème,Point du Jour-Ménival
1616,Appartement,5,4,92.0,,non défini,non défini,547000,2263,Lyon 8ème,Transvaal
1617,Appartement,3,2,68.0,,non défini,non défini,335000,1389,Lyon 3ème,Part Dieu
1618,Appartement,4,3,114.0,,non défini,non défini,675000,2790,Lyon 5ème,Vieux Lyon
1619,Appartement,2,1,48.0,,non défini,non défini,189000,788,Lyon 5ème,Sauvegarder
1620,Appartement,4,3,100.0,,non défini,non défini,619000,2560,Lyon 3ème,Montchat
1621,Appartement,2,1,50.0,,non défini,non défini,250000,1039,Lyon 9ème,Gorge du Loup-Champvert
1622,Appartement,1,,24.0,3,non défini,non défini,165000,689,Lyon 1er,Saint Vincent
1623,Appartement,2,1,45.0,,non défini,non défini,345000,1431,Lyon 3ème,Montchat
1624,Appartement,5,4,109.0,,non défini,non défini,699000,2889,Lyon 5ème,Sauvegarder
1625,Appartement,3,2,71.0,,non défini,non défini,412000,1707,Lyon 8ème,Monplaisir-Le Bachut
1626,Appartement,1,,37.0,,non défini,oui,225000,936,Lyon 7ème,Gerland
1627,Appartement,3,2,78.0,,non défini,non défini,350000,1451,Lyon 3ème,Villette
1628,Appartement,1,,20.0,5,non défini,non défini,170000,710,Lyon 6ème,Tête d'Or-Foch-Vitton
1629,Appartement,4,3,86.0,,non défini,non défini,270000,1122,Lyon 9ème,La Duchère
1630,Appartement,4,2,96.0,,non défini,non défini,289000,1200,Lyon 8ème,La Plaine
1631,Appartement,5,3,85.0,,non défini,non défini,449000,1859,Lyon 4ème,Croix Rousse-Gros Caillou
1632,Appartement,1,,26.0,,non défini,oui,224000,932,Lyon 1er,Croix Paquet
1633,Appartement,2,1,104.0,,non défini,non défini,465000,1925,Lyon 1er,Saint Vincent
1634,Appartement,5,4,156.0,,non défini,non défini,1100000,4542,Lyon 6ème,Tête d'Or-Foch-Vitton
1635,Appartement,5,4,92.0,,non défini,non défini,547000,2263,Lyon 8ème,Transvaal
1636,Appartement,2,1,57.0,,non défini,non défini,268500,1115,Lyon 9ème,Gorge du Loup-Champvert
1637,Appartement,3,2,68.0,,non défini,non défini,335000,1389,Lyon 3ème,Part Dieu
1638,Appartement,4,3,110.0,,non défini,non défini,750000,3100,Lyon 2ème,Perrache-Le Confluent
1639,Appartement,3,2,72.0,,non défini,non défini,360000,1492,Lyon 8ème,Monplaisir-Le Bachut
1640,Appartement,2,1,52.0,,non défini,non défini,435000,1802,Lyon 2ème,Bellecour-Ainay
1641,Appartement,4,3,83.0,,non défini,non défini,490000,2028,Lyon 3ème,Villette
1642,Appartement,2,1,44.0,,non défini,non défini,320000,1328,Lyon 1er,Saint Vincent
1643,Appartement,4,3,78.0,,non défini,non défini,415000,1719,Lyon 9ème,Vaise-Rochecardon-Industrie
1644,Appartement,4,3,80.0,,non défini,non défini,468000,1938,Lyon 5ème,Point du Jour-Ménival
1645,Appartement,5,4,113.0,,non défini,non défini,675000,2790,Lyon 8ème,Transvaal
1646,Appartement,3,2,64.0,,non défini,non défini,340000,1410,Lyon 2ème,Perrache-Le Confluent
1647,Appartement,1,,24.0,,non défini,oui,125000,524,Lyon 9ème,Sauvegarder
1648,Appartement,1,,19.0,,non défini,oui,69300,295,Lyon 3ème,Part Dieu
1649,Appartement,3,2,85.0,,non défini,non défini,599000,2477,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1650,Appartement,1,,45.0,,1,non défini,228000,949,Lyon 7ème,Gerland
1651,Appartement,1,,27.0,5,non défini,non défini,219000,911,Lyon 4ème,Croix Rousse-Gros Caillou
1652,Appartement,3,2,66.0,,non défini,non défini,355000,1472,Lyon 9ème,Gorge du Loup-Champvert
1653,Appartement,3,2,89.0,,non défini,non défini,460000,1905,Lyon 5ème,Sauvegarder
1654,Appartement,2,1,50.0,,non défini,non défini,399000,1653,Lyon 2ème,Perrache-Le Confluent
1655,Appartement,2,4,213.0,,non défini,non défini,890000,3676,Lyon 4ème,Croix Rousse-Gros Caillou
1656,Appartement,3,2,61.0,,non défini,non défini,225000,936,Lyon 9ème,La Duchère
1657,Appartement,3,2,83.0,,non défini,non défini,485000,2008,Lyon 8ème,Monplaisir-Le Bachut
1658,Appartement,2,1,74.0,,non défini,non défini,460000,1905,Lyon 6ème,Tête d'Or-Foch-Vitton
1659,Appartement,4,3,83.0,,non défini,non défini,480000,1987,Lyon 3ème,Montchat
1660,Appartement,1,,32.0,,non défini,oui,229000,953,Lyon 2ème,Perrache-Le Confluent
1661,Appartement,1,,30.0,,non défini,oui,219000,911,Lyon 3ème,La Guillotière Nord
1662,Appartement,3,2,89.0,,non défini,non défini,535000,2214,Lyon 2ème,Cordeliers-Célestins-Bourse
1663,Appartement,3,2,72.0,,non défini,non défini,300000,1245,Lyon 7ème,Gerland
1664,Appartement,2,1,70.0,,non défini,non défini,379000,1571,Lyon 3ème,Part Dieu
1665,Appartement,5,4,126.0,,non défini,non défini,1126788,4652,Lyon 2ème,Perrache-Le Confluent
1666,Appartement,3,2,63.0,,non défini,non défini,510528,2113,Lyon 2ème,Perrache-Le Confluent
1667,Appartement,3,2,91.0,,non défini,non défini,593000,2453,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1668,Appartement,4,3,82.0,,non défini,non défini,379000,1571,Lyon 7ème,Gerland
1669,Appartement,2,1,47.0,,non défini,non défini,376000,1558,Lyon 9ème,Vaise-Rochecardon-Industrie
1670,Appartement,3,2,64.0,,non défini,non défini,240000,998,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1671,Appartement,3,1,62.0,,non défini,non défini,375000,1554,Lyon 8ème,États-Unis
1672,Appartement,5,4,112.0,,non défini,non défini,535000,2214,Lyon 5ème,Champvert-Point du Jour-Saint Irénée
1673,Appartement,5,4,93.0,,non défini,non défini,380000,1575,Lyon 9ème,Vaise-Rochecardon-Industrie
1674,Appartement,3,2,80.0,,non défini,non défini,500000,2069,Lyon 7ème,Jean Macé
1675,Appartement,2,1,40.0,,non défini,non défini,199000,829,Lyon 3ème,Villette
1676,Appartement,2,1,24.0,,non défini,non défini,149000,623,Lyon 8ème,Sauvegarder
1677,Appartement,4,2,110.0,,non défini,non défini,695000,2873,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1678,Appartement,4,2,86.0,,non défini,non défini,449000,1859,Lyon 3ème,Sans Souci-Dauphiné
1679,Appartement,1,,36.0,6,non défini,non défini,198000,825,Lyon 3ème,La Guillotière Nord
1680,Appartement,5,4,143.0,,non défini,non défini,720000,2976,Lyon 5ème,Vieux Lyon
1681,Appartement,2,1,48.0,,non défini,non défini,376000,1558,Lyon 9ème,Gorge du Loup-Champvert
1682,Appartement,3,2,85.0,,non défini,non défini,599000,2477,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1683,Appartement,1,,45.0,,1,non défini,228000,949,Lyon 7ème,Gerland
1684,Appartement,1,,27.0,5,non défini,non défini,219000,911,Lyon 4ème,Croix Rousse-Gros Caillou
1685,Appartement,2,1,56.0,,non défini,non défini,208000,866,Lyon 8ème,Monplaisir-Le Bachut
1686,Appartement,3,1,98.0,,non défini,non défini,640000,2646,Lyon 2ème,Cordeliers-Célestins-Bourse
1687,Appartement,4,3,95.0,,non défini,non défini,227000,944,Lyon 8ème,Sauvegarder
1688,Appartement,3,2,66.0,,non défini,non défini,355000,1472,Lyon 9ème,Gorge du Loup-Champvert
1689,Appartement,6,3,164.0,,non défini,non défini,1250000,5160,Lyon 3ème,La Guillotière Nord
1690,Appartement,2,1,36.0,,non défini,non défini,292000,1212,Lyon 2ème,Perrache-Le Confluent
1691,Appartement,4,2,110.0,,non défini,non défini,630000,2605,Lyon 1er,Saint Vincent
1692,Appartement,3,2,73.0,,non défini,non défini,339000,1406,Lyon 3ème,Sauvegarder
1693,Appartement,2,1,47.0,,non défini,non défini,215000,895,Lyon 5ème,Fourvière-Saint Just
1694,Appartement,4,3,112.0,,non défini,non défini,1050000,4336,Lyon 8ème,Transvaal
1695,Appartement,2,1,61.0,,non défini,non défini,335000,1389,Lyon 1er,Terreaux
1696,Appartement,2,1,43.0,,non défini,non défini,277000,1150,Lyon 9ème,Gorge du Loup-Champvert
1697,Appartement,5,4,129.0,,non défini,non défini,750000,3100,Lyon 1er,Saint Vincent
1698,Appartement,1,,26.0,,non défini,oui,224000,932,Lyon 1er,Croix Paquet
1699,Appartement,4,3,76.0,,non défini,non défini,432000,1789,Lyon 8ème,Monplaisir-Le Bachut
1700,Appartement,1,,22.0,,non défini,non défini,222000,924,Lyon 1er,Croix Paquet
1701,Appartement,3,2,69.0,,non défini,non défini,238900,993,Lyon 8ème,La Plaine
1702,Appartement,3,2,66.0,,non défini,non défini,380000,1575,Lyon 9ème,Vaise-Rochecardon-Industrie
1703,Appartement,6,4,242.0,,non défini,non défini,1795000,7406,Lyon 2ème,Sauvegarder
1704,Appartement,4,3,87.0,,non défini,non défini,215000,895,Lyon 9ème,Gorge du Loup-Champvert
1705,Appartement,6,5,177.0,,non défini,non défini,1195000,4933,Lyon 2ème,Bellecour-Ainay
1706,Appartement,4,3,103.0,,non défini,non défini,403600,1672,Lyon 8ème,Monplaisir-Le Bachut
1707,Appartement,3,2,88.0,,non défini,non défini,385000,1595,Lyon 5ème,Fourvière-Saint Just
1708,Appartement,3,2,85.0,,non défini,non défini,270000,1122,Lyon 7ème,La Guillotière Sud
1709,Appartement,5,3,83.0,,non défini,non défini,380000,1575,Lyon 7ème,La Guillotière Sud
1710,Appartement,3,2,72.0,,non défini,non défini,360000,1492,Lyon 8ème,Monplaisir-Le Bachut
1711,Appartement,4,1,117.0,,non défini,non défini,573000,2370,Lyon 7ème,Jean Macé
1712,Appartement,6,4,141.0,,non défini,non défini,610000,2523,Lyon 1er,Croix Paquet
1713,Appartement,5,4,113.0,,non défini,non défini,675000,2790,Lyon 8ème,Transvaal
1714,Appartement,7,5,305.0,,non défini,non défini,2150000,8868,Lyon 2ème,Bellecour-Ainay
1715,Appartement,4,3,87.0,,non défini,non défini,340000,1410,Lyon 3ème,Montchat
1716,Appartement,3,2,87.0,,non défini,non défini,345000,1431,Lyon 3ème,Part Dieu
1717,Appartement,4,2,117.0,,non défini,non défini,573000,2370,Lyon 7ème,Jean Macé
1718,Appartement,3,2,73.0,,non défini,non défini,339000,1406,Lyon 3ème,Sauvegarder
1719,Appartement,5,3,125.0,,non défini,non défini,805000,3326,Lyon 4ème,Plateau de la Croix Rousse-Ouest
1720,Appartement,4,3,100.0,,non défini,non défini,775000,3203,Lyon 2ème,Cordeliers-Célestins-Bourse
1721,Appartement,3,2,68.0,,non défini,non défini,399000,1653,Lyon 8ème,Monplaisir-Le Bachut
1722,Appartement,3,2,60.0,,non défini,non défini,370000,1534,Lyon 7ème,La Guillotière Sud
1723,Appartement,2,1,57.0,,non défini,non défini,268500,1115,Lyon 9ème,Gorge du Loup-Champvert
1724,Appartement,4,3,87.0,,non défini,non défini,215000,895,Lyon 9ème,Gorge du Loup-Champvert
1725,Appartement,6,5,177.0,,non défini,non défini,1195000,4933,Lyon 2ème,Bellecour-Ainay
1726,Appartement,4,3,103.0,,non défini,non défini,403600,1672,Lyon 8ème,Monplaisir-Le Bachut
1727,Appartement,4,3,87.0,,non défini,non défini,415000,1719,Lyon 5ème,Fourvière-Saint Just
1728,Appartement,4,3,87.0,,non défini,non défini,415000,1719,Lyon 9ème,Vaise-Rochecardon-Industrie
1729,Appartement,3,2,81.0,,non défini,non défini,470000,1946,Lyon 3ème,Sauvegarder
1730,Appartement,3,2,60.0,,non défini,non défini,390000,1616,Lyon 4ème,Croix Rousse-Gros Caillou
1731,Appartement,4,3,86.0,,non défini,non défini,797000,3293,Lyon 8ème,Transvaal
1732,Appartement,4,3,100.0,,non défini,non défini,370000,1534,Lyon 9ème,Gorge du Loup-Champvert
1733,Appartement,3,2,78.0,,non défini,non défini,370000,1534,Lyon 3ème,Villette
1734,Appartement,3,2,63.0,,non défini,non défini,305504,1268,Lyon 3ème,Villette
1735,Appartement,3,1,87.0,,non défini,non défini,556000,2300,Lyon 3ème,La Guillotière Nord
1736,Appartement,1,,20.0,3,non défini,non défini,112000,471,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1737,Appartement,1,,22.0,,non défini,non défini,222000,924,Lyon 1er,Croix Paquet
1738,Appartement,3,2,69.0,,non défini,non défini,238900,993,Lyon 8ème,La Plaine
1739,Appartement,4,2,113.0,,non défini,non défini,935000,3862,Lyon 9ème,Vaise-Rochecardon-Industrie
1740,Appartement,3,2,66.0,,non défini,non défini,380000,1575,Lyon 9ème,Vaise-Rochecardon-Industrie
1741,Appartement,5,4,109.0,,non défini,non défini,699000,2889,Lyon 5ème,Sauvegarder
1742,Appartement,2,1,34.0,,non défini,non défini,215000,895,Lyon 7ème,La Guillotière Sud
1743,Appartement,6,4,242.0,,non défini,non défini,1795000,7406,Lyon 2ème,Sauvegarder
1744,Appartement,3,2,88.0,,non défini,non défini,385000,1595,Lyon 5ème,Fourvière-Saint Just
1745,Appartement,2,1,52.0,,non défini,non défini,260000,1080,Lyon 5ème,Fourvière-Saint Just
1746,Appartement,4,3,74.0,,non défini,non défini,245000,1019,Lyon 5ème,Sauvegarder
1747,Appartement,2,2,60.0,,non défini,non défini,360000,1492,Lyon 2ème,Cordeliers-Célestins-Bourse
1748,Appartement,3,1,98.0,,non défini,non défini,640000,2646,Lyon 2ème,Cordeliers-Célestins-Bourse
1749,Appartement,4,3,95.0,,non défini,non défini,227000,944,Lyon 8ème,Sauvegarder
1750,Appartement,3,2,78.0,,non défini,non défini,370000,1534,Lyon 3ème,Villette
1751,Appartement,3,2,66.0,,non défini,non défini,355000,1472,Lyon 9ème,Gorge du Loup-Champvert
1752,Appartement,3,2,60.0,,non défini,non défini,370000,1534,Lyon 7ème,La Guillotière Sud
1753,Appartement,2,1,57.0,,non défini,non défini,268500,1115,Lyon 9ème,Gorge du Loup-Champvert
1754,Appartement,4,3,74.0,,non défini,non défini,245000,1019,Lyon 5ème,Sauvegarder
1755,Appartement,2,1,45.0,,non défini,non défini,280000,1163,Lyon 7ème,La Guillotière Sud
1756,Appartement,3,2,79.0,,non défini,non défini,320000,1328,Lyon 4ème,Sauvegarder
1757,Appartement,4,3,115.0,,non défini,non défini,620000,2564,Lyon 4ème,Plateau de la Croix Rousse-Saône
1758,Appartement,4,3,103.0,,non défini,non défini,568000,2350,Lyon 3ème,Villette
1759,Appartement,2,1,62.0,,non défini,non défini,278000,1155,Lyon 3ème,Sans Souci-Dauphiné
1760,Appartement,5,4,112.0,,non défini,non défini,610000,2523,Lyon 5ème,Fourvière-Saint Just
1761,Appartement,2,1,74.0,,non défini,non défini,460000,1905,Lyon 5ème,Vieux Lyon
1762,Appartement,4,2,75.0,,non défini,non défini,727800,3008,Lyon 2ème,Cordeliers-Célestins-Bourse
1763,Appartement,4,2,97.0,,non défini,non défini,570000,2358,Lyon 6ème,Les Brotteaux-Bellecombe-Masséna
1764,Appartement,1,,33.0,,non défini,oui,169000,705,Lyon 8ème,Sauvegarder
1765,Appartement,6,5,119.0,,non défini,non défini,360000,1492,Lyon 9ème,Gorge du Loup-Champvert
1766,Appartement,3,2,77.0,,non défini,non défini,335000,1389,Lyon 7ème,Gerland
1767,Appartement,3,2,71.0,,non défini,non défini,412000,1707,Lyon 8ème,Monplaisir-Le Bachut
1768,Appartement,4,3,82.0,,non défini,non défini,349000,1447,Lyon 9ème,Gorge du Loup-Champvert
